   0.0000000e+00   1.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00
   2.7556126e-15   1.0000000e+00   9.3068127e-62   1.0000000e+00   4.2351026e-40
   2.8244630e-12   1.0000000e+00   9.7590152e-56   1.0000000e+00   4.4408792e-34
   1.6313414e-10   1.0000000e+00   3.2451867e-52   1.0000000e+00   1.4767353e-30
   2.9034031e-09   1.0000000e+00   1.0233551e-49   1.0000000e+00   4.6568185e-28
   2.7118240e-08   1.0000000e+00   8.8765037e-48   1.0000000e+00   4.0392888e-26
   1.6850282e-07   1.0000000e+00   3.4031853e-46   1.0000000e+00   1.5486332e-24
   7.9047431e-07   1.0000000e+00   7.4275149e-45   1.0000000e+00   3.3799205e-23
   3.0192546e-06   1.0000000e+00   1.0732676e-43   1.0000000e+00   4.8839474e-22
   9.8582020e-06   1.0000000e+00   1.1318462e-42   1.0000000e+00   5.1505118e-21
   2.8446319e-05   1.0000000e+00   9.3104269e-42   1.0000000e+00   4.2367473e-20
   7.4282684e-05   1.0000000e+00   6.2641056e-41   1.0000000e+00   2.8505065e-19
   1.7864450e-04   1.0000000e+00   3.5700102e-40   1.0000000e+00   1.6245475e-18
   4.0096789e-04   1.0000000e+00   1.7699222e-39   1.0000000e+00   8.0541021e-18
   8.4866896e-04   1.0000000e+00   7.7928053e-39   1.0000000e+00   3.5461474e-17
   1.7077959e-03   1.0000000e+00   3.0974741e-38   1.0000000e+00   1.4095181e-16
   3.2890618e-03   1.0000000e+00   1.1262504e-37   1.0000000e+00   5.1250479e-16
   6.0952536e-03   1.0000000e+00   3.7867789e-37   1.0000000e+00   1.7231890e-15
   1.0917730e-02   1.0000000e+00   1.1879584e-36   1.0000000e+00   5.4058527e-15
   1.8971470e-02   1.0000000e+00   3.5033714e-36   1.0000000e+00   1.5942233e-14
   3.2078790e-02   1.0000000e+00   9.7741840e-36   1.0000000e+00   4.4477818e-14
   5.2907091e-02   1.0000000e+00   2.5937991e-35   1.0000000e+00   1.1803187e-13
   8.5241605e-02   1.0000000e+00   6.5777491e-35   1.0000000e+00   2.9932312e-13
   1.3418743e-01   1.0000000e+00   1.6005051e-34   1.0000000e+00   7.2831629e-13
   2.0594197e-01   1.0000000e+00   3.7497753e-34   1.0000000e+00   1.7063503e-12
   3.0621189e-01   1.0000000e+00   8.4852385e-34   1.0000000e+00   3.8612419e-12
   4.3577246e-01   1.0000000e+00   1.8595922e-33   1.0000000e+00   8.4621493e-12
   5.8351932e-01   1.0000000e+00   3.9565470e-33   1.0000000e+00   1.8004427e-11
   7.2497062e-01   1.0000000e+00   8.1902163e-33   1.0000000e+00   3.7269909e-11
   8.3596727e-01   1.0000000e+00   1.6526916e-32   1.0000000e+00   7.5206395e-11
   9.0894114e-01   1.0000000e+00   3.2565478e-32   1.0000000e+00   1.4819052e-10
   9.5135205e-01   1.0000000e+00   6.2758155e-32   1.0000000e+00   2.8558351e-10
   9.7436466e-01   1.0000000e+00   1.1845222e-31   1.0000000e+00   5.3902158e-10
   9.8648258e-01   1.0000000e+00   2.1924675e-31   1.0000000e+00   9.9769116e-10
   9.9281534e-01   1.0000000e+00   3.9842525e-31   1.0000000e+00   1.8130502e-09
   9.9613798e-01   1.0000000e+00   7.1161806e-31   1.0000000e+00   3.2382467e-09
   9.9789787e-01   1.0000000e+00   1.2504233e-30   1.0000000e+00   5.6901016e-09
   9.9884111e-01   1.0000000e+00   2.1635449e-30   1.0000000e+00   9.8452981e-09
   9.9935308e-01   1.0000000e+00   3.6891911e-30   1.0000000e+00   1.6787813e-08
   9.9963450e-01   1.0000000e+00   6.2041539e-30   1.0000000e+00   2.8232252e-08
   9.9979111e-01   1.0000000e+00   1.0297335e-29   1.0000000e+00   4.6858440e-08
   9.9987931e-01   1.0000000e+00   1.6878747e-29   1.0000000e+00   7.6807416e-08
   9.9992955e-01   1.0000000e+00   2.7339483e-29   1.0000000e+00   1.2440942e-07
   9.9995847e-01   1.0000000e+00   4.3784304e-29   1.0000000e+00   1.9924224e-07
   9.9997529e-01   1.0000000e+00   6.9366715e-29   1.0000000e+00   3.1565603e-07
   9.9998517e-01   1.0000000e+00   1.0876760e-28   1.0000000e+00   4.9495134e-07
   9.9999102e-01   1.0000000e+00   1.6887330e-28   1.0000000e+00   7.6846474e-07
   9.9999452e-01   1.0000000e+00   2.5972874e-28   1.0000000e+00   1.1819061e-06
   9.9999663e-01   1.0000000e+00   3.9586718e-28   1.0000000e+00   1.8014095e-06
   9.9999792e-01   1.0000000e+00   5.9815215e-28   1.0000000e+00   2.7219155e-06
   9.9999870e-01   1.0000000e+00   8.9631134e-28   1.0000000e+00   4.0787008e-06
   9.9999919e-01   1.0000000e+00   1.3323995e-27   1.0000000e+00   6.0631377e-06
   9.9999949e-01   1.0000000e+00   1.9655015e-27   1.0000000e+00   8.9440938e-06
   9.9999967e-01   1.0000000e+00   2.8780801e-27   1.0000000e+00   1.3096819e-05
   9.9999979e-01   1.0000000e+00   4.1844952e-27   1.0000000e+00   1.9041714e-05
   9.9999987e-01   1.0000000e+00   6.0423721e-27   1.0000000e+00   2.7496058e-05
   9.9999991e-01   1.0000000e+00   8.6676913e-27   1.0000000e+00   3.9442678e-05
   9.9999994e-01   1.0000000e+00   1.2354712e-26   1.0000000e+00   5.6220617e-05
   9.9999996e-01   1.0000000e+00   1.7502152e-26   1.0000000e+00   7.9644247e-05
   9.9999998e-01   1.0000000e+00   2.4647409e-26   9.9999999e-01   1.1215903e-04
   9.9999998e-01   1.0000000e+00   3.4511110e-26   9.9999999e-01   1.5704420e-04
   9.9999999e-01   1.0000000e+00   4.8054816e-26   9.9999998e-01   2.1867537e-04
   9.9999999e-01   1.0000000e+00   6.6555466e-26   9.9999995e-01   3.0286331e-04
   1.0000000e+00   1.0000000e+00   9.1700997e-26   9.9999991e-01   4.1728904e-04
   1.0000000e+00   1.0000000e+00   1.2571268e-25   9.9999984e-01   5.7206054e-04
   1.0000000e+00   1.0000000e+00   1.7150102e-25   9.9999970e-01   7.8042208e-04
   1.0000000e+00   1.0000000e+00   2.3286364e-25   9.9999944e-01   1.0596548e-03
   1.0000000e+00   1.0000000e+00   3.1473557e-25   9.9999897e-01   1.4322154e-03
   1.0000000e+00   1.0000000e+00   4.2350472e-25   9.9999814e-01   1.9271717e-03
   1.0000000e+00   1.0000000e+00   5.6740801e-25   9.9999667e-01   2.5820044e-03
   1.0000000e+00   1.0000000e+00   7.5702724e-25   9.9999407e-01   3.4448625e-03
   1.0000000e+00   1.0000000e+00   1.0059078e-24   9.9998952e-01   4.5773759e-03
   1.0000000e+00   1.0000000e+00   1.3313279e-24   9.9998165e-01   6.0581499e-03
   1.0000000e+00   1.0000000e+00   1.7552526e-24   9.9996810e-01   7.9870928e-03
   1.0000000e+00   1.0000000e+00   2.3055129e-24   9.9994497e-01   1.0490752e-02
   1.0000000e+00   1.0000000e+00   3.0172591e-24   9.9990575e-01   1.3728865e-02
   1.0000000e+00   1.0000000e+00   3.9347466e-24   9.9983974e-01   1.7902353e-02
   1.0000000e+00   1.0000000e+00   5.1135257e-24   9.9972938e-01   2.3263007e-02
   1.0000000e+00   1.0000000e+00   6.6231170e-24   9.9954614e-01   3.0125082e-02
   1.0000000e+00   1.0000000e+00   8.5502746e-24   9.9924393e-01   3.8878951e-02
   1.0000000e+00   1.0000000e+00   1.1002953e-23   9.9874888e-01   5.0006738e-02
   1.0000000e+00   1.0000000e+00   1.4115121e-23   9.9794352e-01   6.4099336e-02
   1.0000000e+00   1.0000000e+00   1.8052585e-23   9.9664275e-01   8.1873222e-02
   1.0000000e+00   1.0000000e+00   2.3020024e-23   9.9455809e-01   1.0418349e-01
   1.0000000e+00   1.0000000e+00   2.9269454e-23   9.9124627e-01   1.3202590e-01
   1.0000000e+00   1.0000000e+00   3.7110417e-23   9.8603895e-01   1.6651481e-01
   1.0000000e+00   1.0000000e+00   4.6922180e-23   9.7795532e-01   2.0881426e-01
   1.0000000e+00   1.0000000e+00   5.9168352e-23   9.6561159e-01   2.5998896e-01
   1.0000000e+00   1.0000000e+00   7.4414326e-23   9.4716883e-01   3.2073541e-01
   1.0000000e+00   1.0000000e+00   9.3348074e-23   9.2040241e-01   3.9097238e-01
   1.0000000e+00   1.0000000e+00   1.1680488e-22   8.8301499e-01   4.6934479e-01
   1.0000000e+00   1.0000000e+00   1.4579667e-22   8.3328394e-01   5.5284525e-01
   1.0000000e+00   1.0000000e+00   1.8154685e-22   7.7094309e-01   6.3690403e-01
   1.0000000e+00   1.0000000e+00   2.2553138e-22   6.9787385e-01   7.1622070e-01
   1.0000000e+00   1.0000000e+00   2.7952738e-22   6.1803971e-01   7.8614688e-01
   1.0000000e+00   1.0000000e+00   3.4567031e-22   5.3649681e-01   8.4390235e-01
   1.0000000e+00   1.0000000e+00   4.2652135e-22   4.5800766e-01   8.8894824e-01
   1.0000000e+00   1.0000000e+00   5.2514636e-22   3.8602660e-01   9.2248765e-01
   1.0000000e+00   1.0000000e+00   6.4520866e-22   3.2240661e-01   9.4660128e-01
   1.0000000e+00   1.0000000e+00   7.9107744e-22   2.6765562e-01   9.6351465e-01
   1.0000000e+00   1.0000000e+00   9.6795457e-22   2.2139545e-01   9.7518411e-01
   1.0000000e+00   1.0000000e+00   1.1820225e-21   1.8278167e-01   9.8315353e-01
   1.0000000e+00   1.0000000e+00   1.4406167e-21   1.5079734e-01   9.8856470e-01
   1.0000000e+00   1.0000000e+00   1.7524259e-21   1.2442546e-01   9.9222896e-01
   1.0000000e+00   1.0000000e+00   2.1277254e-21   1.0273476e-01   9.9470879e-01
   1.0000000e+00   1.0000000e+00   2.5786465e-21   8.4912939e-02   9.9638837e-01
   1.0000000e+00   1.0000000e+00   3.1194902e-21   7.0271378e-02   9.9752791e-01
   1.0000000e+00   1.0000000e+00   3.7670882e-21   5.8236270e-02   9.9830283e-01
   1.0000000e+00   1.0000000e+00   4.5412217e-21   4.8334412e-02   9.9883121e-01
   1.0000000e+00   1.0000000e+00   5.4651030e-21   4.0177959e-02   9.9919254e-01
   1.0000000e+00   1.0000000e+00   6.5659313e-21   3.3450114e-02   9.9944039e-01
   1.0000000e+00   1.0000000e+00   7.8755318e-21   2.7892545e-02   9.9961093e-01
   1.0000000e+00   1.0000000e+00   9.4310899e-21   2.3294709e-02   9.9972864e-01
   1.0000000e+00   1.0000000e+00   1.1275995e-20   1.9484969e-02   9.9981015e-01
   1.0000000e+00   1.0000000e+00   1.3460805e-20   1.6323307e-02   9.9986677e-01
   1.0000000e+00   1.0000000e+00   1.6044355e-20   1.3695379e-02   9.9990621e-01
